unit_id,retention_fulltime,student_faculty_ratio,applicants,admitted,enrolled_total,enrolled_fulltime,sat_submission_pct,act_submission_pct,religious_affiliation,study_abroad,evening_weekend,undergrad_research,disability_pct,pell_grant_pct,pell_grant_avg,institutional_grant_pct,institutional_grant_avg,loan_pct,loan_avg,any_aid_pct,tuition_fees,coa_instate_oncampus,coa_outofstate_oncampus,control_3,control_4
100654,70.0,19.0,23406,13564.0,1968.0,1939.0,27.0,67.0,0,1,1,1,3.42,67.0,6594.0,67.0,9530.0,76.0,6883.0,90.0,10024,27732.0,36342.0,0,0
100663,80.0,18.0,11379,10034.0,2014.0,1993.0,4.0,43.0,0,1,0,1,6.66,42.0,6870.0,76.0,9131.0,52.0,6747.0,95.0,9098,30249.0,43713.0,0,0
100706,84.0,17.0,7630,5232.0,1212.0,1200.0,5.0,56.0,0,1,1,0,5.43,26.0,5506.0,91.0,7926.0,37.0,7668.0,97.0,12132,32089.0,46365.0,0,0
100724,70.0,15.0,7229,7052.0,1056.0,1053.0,1.0,34.0,0,1,0,0,0.0,66.0,6447.0,57.0,9381.0,55.0,6870.0,87.0,11248,24056.0,32384.0,0,0
100751,89.0,19.0,56795,43531.0,8032.0,7973.0,15.0,43.0,0,1,1,1,9.13,20.0,5795.0,76.0,16835.0,37.0,11529.0,88.0,12180,33924.0,55916.0,0,0
100830,68.0,13.0,2694,2467.0,364.0,346.0,6.0,65.0,0,1,1,0,0.0,51.0,6257.0,96.0,4402.0,43.0,5204.0,98.0,9700,23113.0,34081.0,0,0
100858,95.0,21.0,55056,25284.0,6103.0,6081.0,15.0,75.0,0,1,0,1,3.54,12.0,5736.0,78.0,9950.0,29.0,9702.0,85.0,12890,36882.0,58914.0,0,0
101189,64.0,14.0,1073,784.0,269.0,232.0,2.0,14.0,1,1,1,0,10.0,52.0,5795.0,88.0,13905.0,66.0,7750.0,88.0,23920,38670.0,38670.0,0,1
101365,67.0,14.0,89,83.0,58.0,10.0,0.0,0.0,0,0,1,0,0.0,95.0,6271.0,74.0,2386.0,84.0,10220.0,100.0,13450,43500.0,49618.0,1,0
101435,67.0,15.0,2717,1888.0,280.0,280.0,4.0,30.0,1,1,0,0,4.85,46.0,5687.0,99.0,13782.0,75.0,8164.0,99.0,29070,42360.0,42360.0,0,1
101453,0.0,8.0,10,9.0,8.0,5.0,0.0,63.0,1,1,0,0,0.0,40.0,3330.0,100.0,4372.0,20.0,2750.0,100.0,11982,24212.0,24212.0,0,1
101480,65.0,19.0,11199,8701.0,1737.0,1722.0,6.0,45.0,0,1,0,1,8.0,56.0,6101.0,100.0,5886.0,57.0,7882.0,100.0,12894,27240.0,37680.0,0,0
101587,65.0,19.0,2729,1164.0,389.0,383.0,3.0,61.0,0,1,0,0,0.0,65.0,6496.0,69.0,5668.0,71.0,8717.0,99.0,10990,24026.0,33126.0,0,0
101693,74.0,14.0,1805,1406.0,273.0,271.0,3.0,27.0,1,0,0,0,3.9,36.0,4735.0,65.0,15307.0,39.0,6625.0,100.0,26910,44788.0,44788.0,0,1
101709,73.0,13.0,6280,3382.0,559.0,552.0,0.0,0.0,0,1,0,0,11.63,40.0,6193.0,98.0,10231.0,55.0,6640.0,99.0,13948,29520.0,42540.0,0,0
101879,80.0,18.0,5052,4411.0,992.0,876.0,0.0,0.0,0,1,0,0,3.89,37.0,6058.0,90.0,10105.0,48.0,6425.0,98.0,12120,28880.0,39080.0,0,0
101912,71.0,14.0,1873,847.0,255.0,255.0,0.0,0.0,1,1,0,1,13.0,42.0,5415.0,99.0,10686.0,77.0,6455.0,100.0,22512,41096.0,41096.0,0,1
102049,93.0,14.0,4559,3755.0,1087.0,1087.0,25.0,66.0,1,1,1,0,16.7,11.0,5987.0,100.0,21317.0,29.0,9110.0,100.0,40150,59741.0,59741.0,0,1
102094,76.0,19.0,12982,9212.0,1939.0,1919.0,6.0,84.0,0,1,1,1,0.0,44.0,6127.0,93.0,6159.0,52.0,11354.0,97.0,10116,27863.0,36839.0,0,0
102234,70.0,11.0,2420,1853.0,153.0,153.0,1.0,54.0,1,1,1,1,6.11,34.0,6245.0,97.0,13611.0,40.0,7003.0,99.0,24054,43276.0,43276.0,0,1
102270,53.0,13.0,3094,1926.0,148.0,134.0,0.0,0.0,1,1,0,0,0.0,84.0,6560.0,45.0,6799.0,76.0,6774.0,96.0,12126,27470.0,27470.0,0,1
102298,54.0,17.0,10307,8804.0,244.0,242.0,0.0,0.0,1,1,1,0,0.0,53.0,7002.0,86.0,12511.0,48.0,5842.0,89.0,15650,25654.0,25654.0,0,1
102368,71.0,16.0,9474,9099.0,1881.0,1650.0,6.0,56.0,0,1,1,0,0.0,46.0,5997.0,64.0,9370.0,84.0,4169.0,96.0,10176,25192.0,35368.0,0,0
102377,81.0,14.0,11632,5663.0,787.0,786.0,1.0,25.0,0,1,0,1,0.0,54.0,6213.0,61.0,16781.0,48.0,5532.0,100.0,25386,46052.0,46052.0,1,0
102395,43.0,14.0,277,170.0,76.0,73.0,0.0,0.0,0,0,0,0,0.0,71.0,5163.0,71.0,4433.0,71.0,8385.0,100.0,13800,43500.0,49618.0,1,0
102632,76.0,9.0,346,219.0,165.0,90.0,0.0,0.0,0,1,1,1,4.4,29.0,5172.0,53.0,4358.0,20.0,4181.0,84.0,7056,29190.0,42774.0,0,0
102669,68.0,7.0,592,571.0,29.0,22.0,0.0,0.0,1,0,1,0,0.0,36.0,5411.0,100.0,8177.0,44.0,4273.0,100.0,20760,36392.0,36392.0,0,1
104151,87.0,18.0,70928,63756.0,14099.0,13981.0,0.0,0.0,0,1,1,1,8.14,32.0,6066.0,84.0,9535.0,29.0,8207.0,93.0,12223,34175.0,55091.0,0,0
104179,83.0,20.0,58339,50252.0,9240.0,8808.0,11.0,18.0,0,1,1,1,7.81,28.0,5822.0,93.0,11634.0,30.0,8295.0,96.0,13926,35722.0,64074.0,0,0
104586,82.0,17.0,4141,3171.0,748.0,742.0,30.0,24.0,0,1,0,1,5.66,20.0,5431.0,95.0,19883.0,51.0,21086.0,97.0,44149,63807.0,63807.0,1,0
105330,75.0,19.0,35100,31453.0,4975.0,4868.0,0.0,0.0,0,1,0,1,6.56,37.0,6114.0,98.0,9702.0,41.0,7064.0,99.0,13009,33277.0,50149.0,0,0
105589,74.0,8.0,164,155.0,9.0,9.0,0.0,0.0,0,1,0,0,18.0,43.0,6241.0,91.0,22979.0,48.0,5682.0,96.0,35685,49919.0,49919.0,1,0
105899,54.0,16.0,1297,916.0,327.0,326.0,0.0,0.0,1,1,0,0,0.0,43.0,5629.0,97.0,19836.0,90.0,12579.0,99.0,35098,58328.0,58328.0,0,1
106245,76.0,13.0,4335,2548.0,556.0,526.0,5.0,84.0,0,1,1,0,7.75,60.0,6082.0,76.0,7688.0,34.0,5767.0,98.0,9748,29168.0,41578.0,0,0
106342,71.0,11.0,1654,1038.0,234.0,234.0,0.0,0.0,1,1,0,0,0.0,43.0,5896.0,100.0,21702.0,76.0,12621.0,100.0,31000,45750.0,45750.0,0,1
106397,86.0,20.0,30555,22703.0,6618.0,6567.0,31.0,73.0,0,1,0,1,10.09,20.0,5420.0,44.0,5811.0,41.0,9231.0,77.0,10104,31430.0,51292.0,0,0
106412,64.0,12.0,6625,2728.0,411.0,388.0,13.0,67.0,0,1,0,0,5.14,77.0,6162.0,45.0,10078.0,63.0,5771.0,96.0,9412,23960.0,32540.0,0,0
106458,78.0,17.0,12252,10078.0,1969.0,1672.0,3.0,78.0,0,1,1,1,8.78,44.0,6369.0,93.0,9833.0,46.0,6000.0,98.0,8090,27114.0,33546.0,0,0
106467,74.0,17.0,3654,3504.0,1179.0,1104.0,2.0,88.0,0,1,1,1,4.72,54.0,5917.0,70.0,6833.0,40.0,7526.0,94.0,8674,24559.0,30553.0,0,0
106704,73.0,15.0,7039,6299.0,2182.0,2172.0,2.0,95.0,0,1,0,0,12.59,47.0,5841.0,72.0,5672.0,49.0,6754.0,97.0,10523,27840.0,35340.0,0,0
106713,63.0,9.0,260,165.0,109.0,108.0,11.0,69.0,1,1,1,1,7.0,50.0,5856.0,99.0,9349.0,59.0,5154.0,99.0,21330,34802.0,34802.0,0,1
107044,86.0,13.0,2714,1914.0,854.0,845.0,18.0,75.0,1,1,1,0,7.0,23.0,5088.0,98.0,14835.0,48.0,7793.0,100.0,26262,39986.0,39986.0,0,1
107080,80.0,11.0,3161,1759.0,318.0,318.0,10.0,50.0,1,1,0,1,14.77,25.0,5763.0,100.0,26884.0,52.0,8036.0,100.0,38200,57472.0,57472.0,0,1
107141,81.0,15.0,1647,1254.0,388.0,381.0,11.0,50.0,0,1,0,0,6.86,34.0,5398.0,98.0,20652.0,42.0,5293.0,99.0,31756,45418.0,45418.0,1,0
107512,83.0,14.0,2155,1455.0,421.0,421.0,15.0,74.0,1,1,0,1,7.0,23.0,5521.0,100.0,20276.0,73.0,7382.0,100.0,34500,50360.0,50360.0,0,1
107558,69.0,14.0,2230,1327.0,208.0,208.0,26.0,74.0,1,1,0,1,11.8,50.0,6296.0,99.0,15007.0,65.0,7140.0,100.0,25950,40145.0,40145.0,0,1
107877,70.0,14.0,609,508.0,147.0,147.0,1.0,95.0,1,1,0,0,0.0,100.0,5996.0,100.0,13860.0,58.0,6699.0,100.0,21070,43142.0,43142.0,0,1
107983,66.0,16.0,2708,2040.0,709.0,705.0,7.0,100.0,0,0,0,0,0.0,60.0,5817.0,91.0,8220.0,46.0,5904.0,99.0,9960,26153.0,31883.0,0,0
108092,70.0,18.0,2769,2228.0,895.0,796.0,0.0,77.0,0,1,1,0,5.39,57.0,5829.0,81.0,4132.0,30.0,5355.0,99.0,7334,24308.0,29156.0,0,0
109651,86.0,9.0,1461,1089.0,343.0,343.0,0.0,0.0,0,1,0,0,15.0,18.0,6278.0,60.0,17756.0,32.0,6835.0,64.0,54170,43500.0,49618.0,1,0
109785,84.0,9.0,3404,3010.0,412.0,410.0,3.0,2.0,1,1,1,0,9.56,31.0,5324.0,99.0,25933.0,46.0,6528.0,100.0,44458,59438.0,59438.0,0,1
110097,84.0,15.0,3781,2811.0,836.0,818.0,21.0,8.0,1,1,0,0,11.07,23.0,5626.0,99.0,25795.0,47.0,8922.0,99.0,48984,67442.0,67442.0,0,1
110361,74.0,21.0,7990,6782.0,1612.0,1590.0,0.0,0.0,1,1,1,1,4.56,44.0,5774.0,99.0,19969.0,62.0,8592.0,99.0,41228,58878.0,58878.0,0,1
110370,87.0,8.0,2371,2160.0,172.0,171.0,0.0,0.0,0,1,0,0,21.0,30.0,5943.0,96.0,30192.0,69.0,7949.0,97.0,60226,87623.0,87623.0,1,0
110404,97.0,3.0,13856,356.0,218.0,218.0,0.0,0.0,0,1,0,1,11.73,21.0,6365.0,53.0,68019.0,20.0,11846.0,70.0,65898,90822.0,90822.0,1,0
110413,79.0,13.0,6005,4544.0,502.0,502.0,13.0,3.0,1,1,1,1,11.6,34.0,5801.0,99.0,30687.0,58.0,7725.0,99.0,52560,74816.0,74816.0,0,1
110422,96.0,19.0,68371,21416.0,5271.0,5260.0,0.0,0.0,0,1,0,1,11.0,20.0,6246.0,42.0,8721.0,30.0,6648.0,62.0,13596,36576.0,57645.0,0,0
110486,79.0,20.0,13229,12416.0,1294.0,1263.0,0.0,0.0,0,1,0,1,0.0,68.0,6235.0,69.0,5829.0,15.0,4554.0,93.0,8090,27822.0,40422.0,0,0
110495,82.0,18.0,5419,5318.0,1018.0,960.0,0.0,0.0,0,1,0,1,0.0,63.0,6012.0,63.0,5560.0,12.0,4896.0,89.0,8246,26331.0,38931.0,0,0
110510,80.0,22.0,14543,13632.0,2090.0,2016.0,0.0,0.0,0,1,0,1,4.0,69.0,6284.0,65.0,5634.0,19.0,5039.0,91.0,8093,26932.0,39532.0,0,0
110529,87.0,25.0,49944,37545.0,4679.0,4586.0,0.0,0.0,0,1,0,1,5.0,49.0,6011.0,46.0,5495.0,27.0,5525.0,80.0,7780,29722.0,42322.0,0,0
110538,82.0,23.0,23322,21623.0,2197.0,2151.0,0.0,0.0,0,1,0,1,7.2,41.0,6038.0,41.0,5880.0,36.0,5265.0,75.0,8472,29088.0,41688.0,0,0
110547,74.0,21.0,19921,18586.0,1732.0,1627.0,0.0,0.0,0,1,1,1,6.0,80.0,6210.0,78.0,5481.0,11.0,4679.0,95.0,7449,30925.0,43525.0,0,0
110556,82.0,22.0,21521,20501.0,3591.0,3307.0,0.0,0.0,0,1,0,1,0.0,65.0,6197.0,62.0,6223.0,15.0,4964.0,88.0,7350,25028.0,37628.0,0,0
110565,82.0,26.0,53559,48482.0,6887.0,6595.0,0.0,0.0,0,1,0,1,0.0,54.0,6036.0,50.0,5867.0,24.0,5751.0,83.0,7470,31998.0,44598.0,0,0
110574,76.0,22.0,11867,11557.0,792.0,767.0,0.0,0.0,0,1,0,1,7.0,53.0,5909.0,60.0,5932.0,22.0,5486.0,82.0,7583,30143.0,42743.0,0,0
110583,87.0,23.0,83967,38854.0,6482.0,6298.0,0.0,0.0,0,1,0,1,5.0,52.0,5999.0,46.0,5761.0,25.0,5495.0,82.0,7350,28970.0,41570.0,0,0
110592,72.0,21.0,32723,29860.0,2814.0,2743.0,0.0,0.0,0,1,0,1,6.0,79.0,6168.0,79.0,5113.0,13.0,5017.0,95.0,7160,34518.0,47118.0,0,0
110608,73.0,25.0,33005,30842.0,5543.0,5472.0,0.0,0.0,0,1,0,1,6.0,66.0,6177.0,64.0,5851.0,20.0,5466.0,86.0,7458,25990.0,38590.0,0,0
110617,82.0,24.0,27702,26036.0,3989.0,3893.0,0.0,0.0,0,1,0,1,4.0,57.0,5947.0,57.0,5934.0,22.0,5072.0,86.0,8018,33256.0,45856.0,0,0
110635,97.0,18.0,124242,13639.0,6272.0,6232.0,0.0,0.0,0,1,1,1,13.34,27.0,6033.0,50.0,17071.0,18.0,5924.0,63.0,16347,48259.0,82459.0,0,0
110644,93.0,22.0,98864,41353.0,6767.0,6615.0,0.0,0.0,0,1,0,1,9.03,33.0,5889.0,56.0,11512.0,22.0,5827.0,65.0,16774,44202.0,78402.0,0,0
110653,94.0,19.0,122699,35054.0,6736.0,6717.0,0.0,0.0,0,1,0,1,4.47,31.0,5968.0,45.0,10594.0,21.0,6055.0,61.0,15722,41878.0,76078.0,0,0
110662,97.0,20.0,146272,13114.0,6610.0,6603.0,0.0,0.0,0,1,0,1,4.83,27.0,6390.0,45.0,13085.0,18.0,7079.0,59.0,15203,41990.0,76190.0,0,0
110671,88.0,22.0,58048,44343.0,5422.0,5401.0,0.0,0.0,0,1,1,0,0.0,48.0,5955.0,64.0,9934.0,35.0,5297.0,80.0,15606,43603.0,77803.0,0,0
110680,94.0,19.0,134450,35917.0,7330.0,7317.0,0.0,0.0,0,1,0,1,0.0,37.0,6058.0,54.0,11860.0,25.0,5557.0,66.0,16758,42902.0,77102.0,0,0
110705,93.0,17.0,110259,36347.0,5008.0,4988.0,0.0,0.0,0,1,0,1,7.8,28.0,6026.0,46.0,12088.0,24.0,7653.0,61.0,16414,44907.0,79107.0,0,0
110714,88.0,22.0,71722,47186.0,4383.0,4373.0,0.0,0.0,0,1,0,1,19.54,28.0,5862.0,49.0,10857.0,31.0,6694.0,64.0,16005,44047.0,78247.0,0,0
111081,82.0,7.0,2004,648.0,181.0,181.0,0.0,0.0,0,1,0,0,0.0,20.0,6076.0,94.0,19687.0,38.0,7207.0,95.0,58996,81346.0,81346.0,1,0
111188,77.0,11.0,961,913.0,189.0,187.0,0.0,0.0,0,1,0,1,20.0,18.0,5938.0,33.0,7052.0,37.0,8072.0,68.0,9944,31001.0,43601.0,0,0
111948,92.0,12.0,15634,10230.0,1631.0,1627.0,14.0,5.0,1,1,0,1,16.93,20.0,5674.0,88.0,31889.0,79.0,7096.0,90.0,64984,87730.0,87730.0,0,1
111966,50.0,4.0,808,313.0,11.0,11.0,0.0,0.0,0,1,1,0,8.0,75.0,2910.0,75.0,2125.0,50.0,5875.0,100.0,23000,43500.0,49618.0,1,0
112075,75.0,13.0,4413,2912.0,338.0,337.0,0.0,0.0,1,1,1,0,10.44,29.0,5029.0,100.0,25245.0,56.0,8078.0,100.0,43480,63340.0,63340.0,0,1
112084,86.0,9.0,185,57.0,9.0,9.0,0.0,0.0,1,0,0,0,10.0,33.0,7395.0,100.0,12500.0,0.0,7519.5,100.0,28012,45452.0,45452.0,0,1
112260,98.0,8.0,6529,626.0,337.0,337.0,26.0,13.0,0,1,0,0,12.4,13.0,5868.0,43.0,49400.0,28.0,8411.0,50.0,67980,91510.0,91510.0,1,0
113616,86.0,5.0,29,12.0,7.0,7.0,0.0,0.0,1,1,0,0,0.0,0.0,5759.0,100.0,22430.0,0.0,7519.5,100.0,21000,32850.0,32850.0,0,1
113698,85.0,8.0,2006,1675.0,213.0,212.0,2.0,1.0,0,1,1,0,0.0,40.0,5474.0,99.0,29174.0,67.0,8434.0,100.0,52161,72626.0,72626.0,1,0
114813,72.0,10.0,1773,1136.0,196.0,193.0,0.0,0.0,1,1,1,0,14.75,55.0,6373.0,100.0,21140.0,48.0,4782.0,100.0,36660,51145.0,51145.0,0,1
115409,96.0,8.0,5094,645.0,231.0,231.0,52.0,16.0,0,1,0,1,20.11,17.0,5000.0,63.0,42786.0,34.0,7331.0,73.0,68613,93131.0,93131.0,1,0
115755,76.0,16.0,15725,15442.0,909.0,887.0,0.0,0.0,0,1,0,1,13.0,37.0,5868.0,47.0,5801.0,35.0,5937.0,74.0,8250,27570.0,40170.0,0,0
117104,73.0,12.0,238,228.0,77.0,69.0,0.0,0.0,1,0,0,0,0.0,56.0,5291.0,94.0,9175.0,68.0,6992.0,100.0,22118,39916.0,39916.0,0,1
117140,64.0,10.0,7110,5060.0,496.0,483.0,5.0,2.0,0,1,1,0,0.0,58.0,5819.0,99.0,32260.0,71.0,6291.0,100.0,49470,70288.0,70288.0,1,0
117168,84.0,9.0,528,498.0,115.0,115.0,0.0,0.0,0,1,0,0,17.0,19.0,4216.0,100.0,8979.0,44.0,9468.0,100.0,37500,63823.0,63823.0,1,0
117627,77.0,12.0,1917,1754.0,233.0,231.0,0.0,0.0,1,1,1,1,6.07,54.0,5530.0,98.0,20611.0,58.0,5159.0,99.0,37710,56649.0,56649.0,0,1
117751,85.0,13.0,1051,883.0,404.0,402.0,0.0,0.0,1,1,1,0,8.0,19.0,5573.0,97.0,14532.0,49.0,8114.0,98.0,39020,58396.0,58396.0,0,1
117946,89.0,10.0,23089,10409.0,1541.0,1537.0,18.0,8.0,1,1,1,1,14.26,13.0,5712.0,100.0,22080.0,34.0,10053.0,100.0,62357,89891.0,89891.0,0,1
118693,70.0,14.0,4637,3175.0,167.0,165.0,0.0,0.0,0,1,0,1,8.0,40.0,5519.0,99.0,35074.0,53.0,6681.0,100.0,53630,77454.0,77454.0,1,0
118888,0.0,7.0,18030,3002.0,446.0,446.0,20.0,5.0,0,1,0,1,0.0,25.0,6779.0,65.0,55269.0,52.0,9137.0,76.0,67778,90158.0,90158.0,1,0
119173,71.0,8.0,4882,3570.0,428.0,428.0,0.0,0.0,1,1,1,1,6.59,79.0,6038.0,100.0,28269.0,82.0,6018.0,100.0,49564,75016.0,75016.0,0,1
120166,72.0,10.0,853,817.0,46.0,45.0,0.0,0.0,0,0,1,0,0.0,0.0,5759.0,100.0,11841.0,0.0,7519.5,100.0,8830,24730.0,24730.0,1,0
120254,90.0,9.0,6461,2854.0,509.0,509.0,20.0,8.0,0,1,0,1,16.0,16.0,5825.0,75.0,33952.0,38.0,8943.0,84.0,66274,88656.0,88656.0,1,0
120403,74.0,9.0,2549,2084.0,218.0,218.0,4.0,0.0,0,1,1,0,9.81,37.0,5843.0,99.0,17295.0,49.0,8361.0,99.0,56488,81547.0,81547.0,1,0
120537,52.0,13.0,940,310.0,119.0,119.0,11.0,3.0,1,1,0,0,0.0,45.0,5380.0,100.0,16854.0,72.0,7471.0,100.0,38050,55293.0,55293.0,0,1
120865,89.0,12.0,1313,621.0,87.0,87.0,0.0,0.0,1,1,0,0,19.57,43.0,5478.0,100.0,21640.0,65.0,7500.0,100.0,37173,52497.0,52497.0,0,1
120883,88.0,13.0,7780,5549.0,766.0,764.0,21.0,5.0,0,1,1,1,13.7,36.0,5949.0,98.0,35054.0,43.0,6966.0,98.0,57080,79532.0,79532.0,1,0
121150,88.0,12.0,11526,7245.0,843.0,840.0,18.0,10.0,1,1,1,1,16.0,20.0,5943.0,90.0,23920.0,41.0,11074.0,94.0,69918,95168.0,95168.0,0,1
121257,94.0,10.0,3438,865.0,310.0,310.0,0.0,0.0,0,1,0,0,31.0,8.0,6365.0,39.0,48966.0,17.0,4057.0,45.0,65192,89742.0,89742.0,1,0
121309,86.0,13.0,3265,2732.0,585.0,584.0,8.0,6.0,1,1,1,0,12.0,13.0,5366.0,94.0,18616.0,54.0,8020.0,95.0,46250,65410.0,65410.0,0,1
121345,98.0,7.0,12249,868.0,436.0,436.0,36.0,14.0,0,1,0,1,26.69,20.0,6013.0,58.0,62820.0,16.0,12142.0,69.0,65420,89414.0,89414.0,1,0
121691,84.0,10.0,3766,3115.0,494.0,494.0,16.0,3.0,0,1,1,0,7.95,40.0,6983.0,97.0,39982.0,60.0,7740.0,99.0,60878,84808.0,84808.0,1,0
122409,91.0,27.0,89972,32561.0,6629.0,6552.0,0.0,0.0,0,1,1,1,8.0,25.0,6162.0,27.0,6866.0,27.0,8710.0,62.0,8728,36090.0,48690.0,0,0
122436,91.0,13.0,17008,8908.0,1104.0,1102.0,0.0,0.0,1,1,0,1,9.4,23.0,5630.0,84.0,37484.0,35.0,7430.0,87.0,59486,84912.0,84912.0,0,1
122506,93.0,5.0,428,235.0,64.0,64.0,0.0,0.0,0,0,0,0,7.08,18.0,5690.0,100.0,34320.0,69.0,6257.0,100.0,56150,88844.0,88844.0,1,0
122597,83.0,19.0,28221,27215.0,2340.0,2218.0,0.0,0.0,0,1,0,1,7.0,51.0,6199.0,54.0,5983.0,25.0,5735.0,81.0,7950,36050.0,48650.0,0,0
122612,84.0,11.0,24888,15358.0,920.0,918.0,12.0,3.0,1,1,1,0,19.0,29.0,5654.0,95.0,30534.0,52.0,8991.0,96.0,60492,84784.0,84784.0,0,1
122728,77.0,10.0,1289,1203.0,236.0,231.0,6.0,0.0,1,1,1,0,8.83,34.0,5829.0,98.0,19311.0,48.0,8882.0,98.0,37150,56264.0,56264.0,0,1
122755,87.0,25.0,37132,31419.0,4604.0,4414.0,0.0,0.0,0,1,0,1,0.0,37.0,5793.0,37.0,6531.0,23.0,5287.0,69.0,8410,34889.0,47489.0,0,0
122931,94.0,11.0,18970,9105.0,1611.0,1605.0,24.0,10.0,1,1,1,1,14.32,12.0,6082.0,71.0,25696.0,48.0,12247.0,76.0,61293,86694.0,86694.0,0,1
123165,94.0,10.0,3199,1225.0,313.0,313.0,24.0,16.0,0,1,0,1,36.13,12.0,5623.0,56.0,40875.0,21.0,5225.0,62.0,65950,90886.0,90886.0,1,0
123457,60.0,17.0,823,708.0,171.0,171.0,0.0,0.0,1,1,1,0,4.0,41.0,5439.0,100.0,20993.0,74.0,9438.0,100.0,39708,55808.0,55808.0,0,1
123554,85.0,10.0,5175,4478.0,424.0,421.0,0.0,0.0,1,1,1,1,17.81,25.0,6513.0,100.0,38486.0,47.0,7396.0,100.0,57803,80911.0,80911.0,0,1
123572,79.0,17.0,11246,10507.0,873.0,856.0,0.0,0.0,0,1,0,1,9.0,35.0,5655.0,76.0,4140.0,27.0,6107.0,87.0,8624,28882.0,41482.0,0,0
123651,70.0,13.0,3948,2465.0,485.0,468.0,0.0,0.0,1,1,1,1,6.47,52.0,5840.0,99.0,22079.0,60.0,9896.0,100.0,41700,60445.0,60445.0,0,1
123952,91.0,9.0,748,573.0,40.0,40.0,0.0,0.0,0,1,0,0,0.0,26.0,5467.0,26.0,34107.0,26.0,11325.0,26.0,56162,43500.0,49618.0,1,0
123961,96.0,9.0,82027,8050.0,3489.0,3487.0,34.0,12.0,0,1,0,1,13.0,21.0,6014.0,69.0,42947.0,26.0,9000.0,73.0,72097,95234.0,95234.0,1,0
124292,92.0,11.0,272,226.0,153.0,153.0,42.0,16.0,1,0,0,0,0.0,33.0,5341.0,72.0,15418.0,75.0,4512.0,80.0,30200,45920.0,45920.0,0,1
125727,85.0,10.0,2479,1910.0,303.0,303.0,20.0,7.0,1,1,0,0,16.53,28.0,5664.0,100.0,35291.0,60.0,7738.0,100.0,53584,73544.0,73544.0,0,1
125763,66.0,8.0,4778,3860.0,209.0,209.0,0.0,0.0,0,1,0,0,15.5,36.0,5894.0,98.0,30850.0,63.0,7357.0,100.0,51350,70432.0,70432.0,1,0
125897,74.0,13.0,2572,2100.0,124.0,123.0,0.0,0.0,0,1,1,0,12.87,45.0,5093.0,98.0,17425.0,51.0,5575.0,100.0,47056,67407.0,67407.0,1,0
126076,95.0,12.0,134,78.0,78.0,78.0,0.0,0.0,0,0,0,0,0.0,75.0,6598.0,89.0,5582.0,0.0,7519.5,89.0,16900,31504.0,31504.0,1,0
126562,73.0,17.0,14931,11151.0,1458.0,1299.0,23.0,2.0,0,1,1,0,6.93,46.0,6552.0,79.0,3316.0,32.0,7916.0,94.0,10383,33729.0,52737.0,0,0
126580,68.0,15.0,13147,12799.0,1645.0,1538.0,34.0,6.0,0,1,1,1,9.0,30.0,5308.0,73.0,4004.0,41.0,8807.0,87.0,10149,30355.0,44542.0,0,0
126614,90.0,19.0,67286,52539.0,7432.0,7351.0,18.0,6.0,0,1,0,1,11.0,15.0,5573.0,53.0,8563.0,31.0,10899.0,67.0,15666,38456.0,67708.0,0,0
126678,94.0,9.0,8511,1572.0,476.0,476.0,29.0,16.0,0,1,0,0,20.87,11.0,5776.0,56.0,48772.0,45.0,6269.0,62.0,70734,91024.0,91024.0,1,0
126775,93.0,18.0,11436,6940.0,1602.0,1602.0,42.0,18.0,0,1,0,1,9.65,15.0,5740.0,96.0,10673.0,36.0,10414.0,98.0,21914,43745.0,67655.0,0,0
126818,86.0,17.0,38465,34057.0,5485.0,5417.0,0.0,0.0,0,1,0,1,10.0,20.0,5462.0,66.0,7876.0,36.0,9688.0,79.0,13373,34684.0,56094.0,0,0
127060,89.0,9.0,18786,14618.0,1337.0,1325.0,20.0,13.0,0,1,1,0,23.46,14.0,6152.0,98.0,32374.0,31.0,9341.0,99.0,61398,82566.0,82566.0,1,0
127185,66.0,14.0,4986,3854.0,751.0,737.0,9.0,11.0,0,1,0,0,14.05,33.0,7110.0,61.0,5193.0,40.0,5734.0,97.0,9958,29068.0,40636.0,0,0
127556,79.0,18.0,12465,10225.0,2359.0,2188.0,53.0,8.0,0,1,0,0,7.66,35.0,5664.0,57.0,4797.0,40.0,6133.0,91.0,9927,27230.0,42427.0,0,0
127565,63.0,14.0,11622,11483.0,2196.0,1414.0,20.0,2.0,0,1,1,1,8.0,48.0,5435.0,38.0,3201.0,23.0,6886.0,74.0,11124,43500.0,49618.0,0,0
127653,54.0,10.0,66,66.0,18.0,16.0,0.0,0.0,0,0,1,0,10.0,54.0,7160.0,83.0,20025.0,50.0,9631.0,88.0,36620,55062.0,55062.0,1,0
127741,76.0,14.0,11127,9553.0,1243.0,1227.0,22.0,3.0,0,1,0,1,9.9,33.0,5598.0,93.0,5393.0,46.0,7229.0,97.0,12416,33480.0,48330.0,0,0
127918,71.0,11.0,5722,4947.0,585.0,578.0,0.0,3.0,1,1,1,0,6.83,53.0,5613.0,97.0,26516.0,39.0,7197.0,99.0,46340,65874.0,65874.0,0,1
128106,64.0,16.0,2902,2754.0,618.0,552.0,1.0,3.0,0,1,1,0,5.2,50.0,5425.0,83.0,6675.0,35.0,6162.0,97.0,9720,26574.0,34798.0,0,0
